variation	verified_reviews	rating	date	feedback
echo show 10	I have had problems from early on. Just stops responding to voice commands although the blue light indicates that is is hearing. I have reset to factory defaults numerous times. Not much help from Amazon. They were not interested in replacing and now it is too late.	1	September 19, 2022	0
echo show 10	The instructions are very vague but most of it im learning. Speaker is a plus but definitely should get external sub add on.  This is a first big smart hub/device I’ve bought and so far it’s a learning curve for me.	4	September 18, 2022	1
echo show 10	Overall, this is a very good unit. I have a lot of the different Echo units and this Echo Show has, by far, the worst mic or voice recognition out of all of them. I’m comparing this against many of the older units, too. I have to repeat commands two or three times for Alexa to understand and do what I am asking. I even have times where other rooms will pick up the command instead of this Echo Show, which I’m standing right next to. I honestly do not know if I would buy another one or just order an Echo Show 8.Outside of the poor mic complaint, the unit is very good. It follows my movement well and while not lightning fast, isn’t a complete turtle either. Find it on a good sale and I think it is worth the purchase.	3	September 18, 2022	1
echo show 10	I love a gadget and it makes sense for the screen to face you when you speak. So I'm not criticizing the feature at all.	5	September 18, 2022	1
echo show 10	General good screen quality with easy Alexa integration.  Does get confused on requests sometimes but don't we all.	4	September 18, 2022	1
echo show 10	Didn’t use it much at first so it seemed fine but as I’ve been trying to use it more it seems super glitchy. When I drop in on it, has a weird pattern on my video until it comes into focus, takes a minute for it to focus and sometimes ends before it focuses. When I wake it up with “Alexa” it will have the blue line moving awhile after I’ve spoken my request like it’s taking time to register what I’m asking. When I have played sleep sounds and asked it to stop, it keeps playing it but it sounds like it’s coming from a distance. The motion catches shadows so it will turn toward the wall under my cabinet more times than not. When I video call my friend she says she can’t hear me and requests me to call her on video messenger. Great speaker but  overall not satisfied with this purchase especially for the price point and functionality.	2	September 18, 2022	0
echo show 10	Voy dando vueltas ppr la cocina y la pantalla me sigue… que cura	5	September 17, 2022	1
echo show 10	Super awesome love this alexa	5	September 17, 2022	1
echo show 10	I love this new Alexa, its great to have anywhere in the house. I love the fact that it has motion detection so it the screen will always be looking at you. The speaker is great and can be used for music as it even has bass on it.I highly recommend this!	5	September 17, 2022	1
echo show 10	I absolutely love the mobility of the new Echo Show. I have to have something on to get around in the morning to keep me focused in one area. The new Echo show follows my voice and turns in my direction so I can see it and hear it clearly and can stay in place to continue getting around for the day. -Kimberly	5	September 17, 2022	1
echo show 10	She’s gets confused sometimes, tries to show more than one thing at a time. She also gets tired & will just shutdown on me. I may have to send this unit back for repairs or replacement.	3	September 17, 2022	1
echo show 10	So disappointed Papa uses Alexa to have his service dog tell him to get meds. The Alexa was old & dying. So bought this one and can’t figure it out. Not as easy to use for old people as the original Alexa. Can’t even figure out how to make appointments or reminders.	1	September 17, 2022	0
echo show 10	Very good stuff	5	September 17, 2022	1
echo show 10	Poor connection. Great screen. Have to unplug and plug in all day for it to respond to me. Voice recognition very poor. I bought two and very unsatisfied. Repeats one response over and over until I unplug it and reboot will work for 5 minutes and have to unplug again. Reach it before u buy	1	September 17, 2022	0
echo show 10	Absolutely love this item and make so much easier in my smart home apartment	5	September 17, 2022	1
echo show 10	Recipes, timers, video, news, movies the list goes on…	5	September 16, 2022	1
echo show 10	I finally upgraded from the original echo show. I like the better audio and screen, but the biggest shortcoming is that the voice recognition is not very good. I constantly have to repeat my requests or Alexa completely mishears me.	3	September 16, 2022	1
echo show 10	What I love the most is the entire family can use it.	5	September 16, 2022	1
echo show 10	I bought this for my mom who has dementia as a way to 1) drop in, 2) play music, 3) setup routines, 4) display photos from two family members and 5) display the date/time/temp. Below are my opinions:1) The drop in calls freeze frequently.2) The music is a nice feature and I’m glad it is included with prime membership. If this is some sort of free trial I am going to guffaw about it later.3) The routines are okay, but don’t expect detailed routines out of the box. If you want Alexa to ask the user a question and answer based on response you have to start with blueprints which is a slightly more advanced feature.4) I am really disappointed with photo sharing! My sister and I linked our Amazon accounts for the soul purpose of sharing and displaying photos from both of our Amazon photo accounts. It isn’t working at all and only displaying photos from one device. When you send a photo to the echo it doesn’t save in a folder or anything, I have no idea where they’re going.5) 0/5 for the clock display settings. I cannot believe this device is incapable of adjusting the clock display. Im 33 years old and can’t see the date from 10-15 feet away. I thought this thing was designed for the size of a living room?Overall, I think the device is just okay. It is not designed to have multiple users outside of voice ID. Don’t expect using the app on multiple phones to be easy. This isn’t great for elderly or cognitively impaired people if they don’t understand how to speak to AI well. Honestly, the only reason I feel like this device is so expensive is because of the motion control. We had to turn the motion control off because it constantly rotated around the room. It was comical. Also, the black device comes with a white cord. The heck?!	3	September 16, 2022	1
echo show 10	I like answers quickly to me & great for following recipes.	5	September 16, 2022	1
echo show 10	The Echo Show 10 with Alexa is beneficial for anyone with mobility issues!!	5	September 16, 2022	1
echo show 10	Great picture and sound! Alexa does randomly talk 😂. I wish it was more internet friendly. Overall it’s a good echo!	5	September 16, 2022	1
echo show 10	Para ver videos en la Cosina	5	September 15, 2022	1
echo show 10	Not sure if my device is defective, but every time i tell it to stop doing something it continues to do what it wants	2	September 15, 2022	0
echo show 10	This is a very cool product. Love the adjustable screen and that it follows you when you speak to it. Sound quality is great too. Went from generation 1 product to this one and it is great.	5	September 15, 2022	1
echo show 10	I love the moving feature however it isn’t as reliable as my echo dot. It often misses commands or just glitches out causing a variety of things. It looks great just isn’t really functional.	3	September 15, 2022	1
echo show 10	Amazing!!!!!!  I Absolutely love!	5	September 15, 2022	1
echo show 10	I have the echo show 8 gen 2 and love it but wanted something bigger I was very disappointed in the echo 10  I had problems with the voice response over and over and the motion sensor I returned mine	3	September 15, 2022	1
echo show 10	"I use this on a daily basis to set alarms, play music, listen to podcasts, and do weekly reminders. It works incredibly well and its nice to have a good interface to look at while you're setting anything up. The only bummer about it is sometimes it has a hard time tracking your face and will flip around completely away from you even though you're standing right in front of it. Would love a better version, but this works great as is if you're keeping it stationary and pointed at you in a kitchen or office.Things to keep in mind if you're buying this:• If you've seen videos of people putting their own sound to routines, nix it now. They got rid of the feature that allowed you to use your own sounds and now apparently its a painful process to do.• Its not the be all, end all. You still have to set up routines using the alexa app on a phone and go through all the hardship of learning what its actually capable of doing.• If you're setting up voice operated routines, they have to be EXACT. So if you set up the routine to activate when you say ""Cheeseburgers and Fries"" it won't understand what you want unless you specifically say ""Cheeseburgers and Fries"". No variation will be accepted for the routine.• This thing gets what I'm saying to it wrong all the time and I don't even have an accent. I'm from Illinois originally and I annunciate fairly well on what I'm saying about 99% of the time and it still has issues picking up what I'm saying correctly.•It DOES allow for camera monitoring on multiple systems. I have a blink camera setup around my house / garage / etc.. that I can ask it to display camera 1 etc... to see views on the fly. Works extremely well. Would highly recommend setting it up.• Splurge and get the monthly amazon music. I can spout off anything, including comedy specials and listen to them whenever I want through voice commands. Extremely nice to have even if it costs a bit."	4	September 14, 2022	1
echo show 10	The display is phenomenal, however, problematic for it to recognize when being spoken to, initial command and follow-ups. I have several amazon devices and 2 echo shows.  This is only an issue on both echo shows.	3	September 14, 2022	1
echo show 10	Nothing bad to say .. it works fine	4	September 14, 2022	1
echo show 10	Have to say the same thing over for it to understand	3	September 14, 2022	1
echo show 10	Love that it has motion so if you are talking with someone it moves the screen when you move.	5	September 14, 2022	1
echo show 10	I like this product very much	5	September 14, 2022	1
echo show 10	It’s an improvement over the 2nd gen Echo Show 10. Audio is great, screen is great. It is of imperative importance that you: A.) Make sure it has a clear footprint to do it’s spinny looky thing and B.)  Don’t put your drink anywhere near it, it will find away to pivot and knock it over. It’s cool when you’ve moved somewhere in the room and it looks over to you. It’s not cool when it’s 2 in the morning and your stumbling through to get a glass of water and it scares the heck out and of you.	4	September 13, 2022	1
echo show 10	Pretty cool. Takes a while to get used to the screen spinning around following you. Scares guests lol	4	September 13, 2022	1
echo show 10	I love Amazon products, I've always wanted an Echo show especially this one because of the camera. The quality however, is absolutely terrible. I regret this purchase so much. I had a Google Home previously, but it could not connect to my Ring camera so i ordered this device. Ring connects, but everything else just sucks. No Live Tv unless you have Hulu Live, we have YoutubeTV and that connects on Google Home, delay in the camera, LOTS of lagging, you HAVE to be specific when you want her to play something. Do you have a Prime Video subscription? Get ready to say specific season and episode number to her, otherwise she plays something completely random or doesn't play anything at all. I miss my Google Home product, sure it doesn't connect to ring, but the quality is SO much better and this is coming from someone who has an Alexa product in every single room. My Google Home was a gift and that was the only reason i had it. If i could return this i would, but my return period has ended. I was trying to give it the benefit of the doubt and attempt to enjoy it, but man i just have a $200 regret sitting on my counter. I hate this device so so much.	2	September 13, 2022	0
echo show 10	"I bought this and no where did it state it was refurbished. Paying full price. When I get it, I didn't think much of it but it was taped shut. When I opened it, it was missing the little user manuals booklet and the power cord was just playing inside which I thought was weird. But when I turned it on it worked well enough except I had to yell at it to get it to respond after the initial prompt. E.g., I would try to tell it to stop playing music (music was not loud) and it wouldn't. NOT EVEN A DAY OF HAVING IT,  it stops being able to move. It kept saying ""movement temporarily unavailable"" and I did everything to troubleshoot. After getting a replacement, I realized they had sent me a refurbished one. Because the packaging was different. This one had the user manual and warranty booklets and the power cord is supposed to come in a separate cardboard holder in the top brace. No issues with this new one so far and it actually resounds well when I tell it to stop playing music."	4	September 13, 2022	1
echo show 10	Love it i bought two to stay in touch with my family and it’s doing the job perfectly!!	5	September 12, 2022	1
echo show 10	I love this Echo Show it does so much and it would be a great gift as well!	5	September 12, 2022	1
echo show 10	I like the touch screen. It has a lot of features that we are still trying out .	4	September 12, 2022	1
echo show 10	Screen is perfect, recognizes voice recognition.	5	September 12, 2022	1
echo show 10	Need to improve motion and follow me..there is always an error message saying it not available to unplug. Needs software update.	1	September 11, 2022	0
echo show 10	Alexa is amazing! This device is the best Alexa device they make. So useful, responsive, and well designed. Great sound and has a fast processor; no need for a long pause between the wake word and the command.Hats off to Amazon’s delivery too. It showed up shortly after I ordered it with a bonus blink-mini to boot! This is a great product	5	September 11, 2022	1
echo show 10	I love having Alexa around. Going from the little one to this one is amazing. She’s very easy to use and user friendly. She’s very sleek and compact.	5	September 10, 2022	1
echo show 10	Good looking product!	5	September 10, 2022	1
echo show 10	I've had this since it came out and the video and hearing issues are getting worse over time. It sounds great as a music speaker but video calls are getting worthless. The video freezes or the sound is choppy. The motion randomly decides to spin around and loses focus on the speaker. My old first version show was much more dependable. All I want is a standstill 10 inch screen that works as intended. I don't want to hang it on the wall and 8 inch is too small. My parents are having the same issues so it is not just me. Very unhappy with this pricey device. And yes. The black unit came with a white cord. Flippin ridiculous.	1	September 10, 2022	0
echo show 10	In my original review (see below) I complained that we couldn't get this Echo Show to work with our Ring cameras.Amazon responded to my review and said that function exists and works just fine.  Our experience was that we could not get all of the cameras to just passively be on the screen.  Maybe there is a difference for different types of cameras?  We have 3 different types of Ring cameras - the doorbell cam, an indoor cam, and 2 outdoor wired floodlight cams.  I tried for a couple hours, then my girlfriend tried for a couple hours.  We couldn't get it to do what we wanted.So I'll change my review to say that while Amazon claims this functionality exists we were unable to make it do this despite hours of trying.===============My original review:We purchased this to use with our Ring alarm system, so that we could have a monitor on the kitchen counter to see the Ring cameras.  We figured since Echo and Ring are both part of the Amazon family that they would have really nice integration.Oh so wrong we were!You can get a full-featured app for the ring alarm on an android or an apple tablet.  Weirdly there is no skill for this on Echo, and super weirdly there isn't even one on Fire Tablets.  (You have to use a backdoor to install the android app store and then you can download it).  It does do some basic things with Ring doorbell, but that's it.I had expected to be able to do other things - video conferencing (nope, not with any normal service like Zoom or Google Meet) or watch directTV (nope).I found this product only marginally more useful than an echo speaker.  While its cool that it rotates to follow you around, I was left with the question - what is this for?  It wasn't worth the money and it wasn't worth the countertop space.	1	September 10, 2022	0
echo show 10		5	September 10, 2022	1
echo show 10	Tengo las cámaras Blink en mi casa y el timbre de cámara Ring y puedo ver a travez de mi echo show . Veo Netflix, YouTube, podcast, etc…  Me encanta!	5	September 10, 2022	1
echo show 10	We have been using Alexa devices for the past three years. This is super good of all.	5	September 9, 2022	1
echo show 10	i've had the echo show for maybe 2 weeks. and it's JUST not worth the aggravation.it's new technology we get that, but, MAN the video and feeDback is A W F U L.choppy at best. figure out the bugs guys. i've had to drop in on my gf numerous times to actually get the video to be smooth. this is insane, over priced and JUST not worth it. motion is cool....WHEN IT WANTED TO WORK. it'll say, i've bumped into something, please readjust positioning. then it glitches...says the same thing. this thing is JUST not worth the impatience of techonology. it just doesn't work.i mean i get we're impatient with the way tech. is SUPPOSED TO WORK? but, WOW....this i just bad. it looks cool on first arrival and you set it and connect it, but, like i said, after trying to call my gf after 5 times to make the video smooth? no.don't buy it. i had to get a service rep to make a mock web address to print out a label to return this thing. THIS is why i don't get rid of the box for a month or so when it comes to certain things.BUYER BEWARE!!!  wait for the newest thing to be tested before you buy it.	1	September 9, 2022	0
echo show 10	My nieces love to use it it is easy and convenient	5	September 9, 2022	1
echo show 10	I have various Alexa products including other shows but the Alexa show 10 is the top dog! And the speaker on this thing is amazing! It's just a fantastic product and a great addition to our home!	5	September 9, 2022	1
echo show 10	My charcoal colored Echo Show device came with a white power cord. I online chatted with customer service only to be told I would have to purchase a black power cord myself. Alexa Show devices are not cheap. I should not have to pay for the correct color of power cord. Seriously thinking about returning the whole thing!	4	September 8, 2022	1
echo show 10	Looks very cool and sounds great. Really like the integration with smart home devices. However the user interface is very slow and lagging. Sometimes even the voice commands are very delayed. The device is very delayed especially during or after watching videos. Overall not very happy with the user interface and how unresponsive it is.	2	September 8, 2022	0
echo show 10	I wish there was an easier way to navigate rather than always using your voice. Sometimes Alexa doesn't pick up what you say and other times it takes a few touches to navigate via touchscreen.	5	September 8, 2022	1
echo show 10	Difficult to adjust volume from the phone app. Can adjust during music but Not voice.	4	September 8, 2022	1
echo show 10	Me agradó	5	September 8, 2022	1
echo show 10	Yes it’s sleek black. And just like that fateful ship, you’re gonna feel like this has no good controls and you’re headed straight for the sun when you try to use it. Unfortunately there’s no teleport option or escape pods.This echo frequently gets stuck “On a Call” when it’s not. Often but not always because it crashes when in a dopin or call. The movement feature is cool until you realize it’s swings wildly from being too sensitive to not working at all.Basically this, along with a lot that Amazon has produced recently, are half-baked	2	September 8, 2022	0
echo show 10	Love this - keeps me cooking in the kitchen.	5	September 7, 2022	1
echo show 10	The Echo Show 10 has helped our home to become even more technology friendly. We can view all our cameras away from home while having all the luxuries of home through Alexa voice. I highly recommend.	5	September 7, 2022	1
echo show 10	I love it. However the only thing negative I have to say is that the Amazon Music Skill still doesn’t work.	5	September 7, 2022	1
echo show 10	Having a lot of issue with the touch screen.	1	September 7, 2022	0
echo show 10	I purchased this for my mother-in-law who has some dementia.  However, many of the screen images are just avertisements for add-on products that I can't stop her from seeing.  Yes, I can stop verbal sign-ups, but am not finding it effective.  And, to add insult to injury, I can't return it because I let her use it for too long.	1	September 7, 2022	0
echo show 10	I’ve had many alexa’s of all kinds. This newer version is not good.  She doesn’t hear her name…I’m basically yelling to get her to do things.  She doesn’t do about half of the commands I ask. I don’t know what’s happening over there but this is how I expected the 1st gen Alexa to perform.  This is the worst one…it should be much better.	2	September 6, 2022	0
echo show 10	I've had this device for a year and a half and it is terrible.  I thought it would get better as time went on but unfortunately, it is just as bad as when I purchased it.  I've completely disabled the motion because not only are the warning banners annoying, but most of the time I'm in one place and the screen thinks I'm somewhere completely different.  The voice recognition on this device is abismal.  I'd much rather use my Echo Show 8 or my dot before I use this one.  I don't understand the amount of positive reviews, maybe I just received one that was defective but I'm considering switching to Google thanks to this device.	2	September 6, 2022	0
echo show 10	We had a first gen Echo Show 6 which was purchased used to try out and see if we liked it.  Well, we loved it!  As it aged however it started acting up.  Because of the prominent placement of the device and its near constant use I thought it would be best to graduate to the Echo Show 10.  What a great move!  The screen is movable (tilting up and down) and if you leave the camera lens cover open, the screen will follow you around the room so you can always see the screen.  We chose to close the cover because that freaked us out a little.  Just the same, this thing is amazing!  The sound quality is right up there with Bose! We couldn't be more pleased with this purchase and the ease of setup.  You won't be sorry for purchasing this device!	5	September 6, 2022	1
echo show 10		1	September 6, 2022	0
echo show 10	Compared to the first gen show, this thing is a set back. It’s kinda neat that it will follow you around but the practicality for that just isn’t there. This show is so slow…soooo slow, It’s almost like they put a PlayStation 1 processor in it. And for some stupid reason it almost never hears us. And usually misses the wake word. Compared to the echo dots this thing sucks at hearing you. We usually end up shouting at it. There is a 95% chance I’m gonna use it with some tannerite for target practice. Might switch to google and see how those devices do.	1	September 6, 2022	0
echo show 10	Me agrada lo fácil que es y lo divertido que se interactúa.	5	September 5, 2022	1
echo show 10	Pros- I love playing Music and If you have lots of Alexa’s around your house and firesticks the Music sound greatCon- at times the Alexa does not listen well at times!!!	4	September 5, 2022	1
echo show 10	I really love eco show 10 but i do not like that it picks up all my familys voice not only mine.	3	September 5, 2022	1
echo show 10	Very cool looking, awesome for streaming. Screen is a little dim, but overall im pleased with my purchase.	4	September 5, 2022	1
echo show 10	We liked everything	5	September 4, 2022	1
echo show 10	Simpler life. Can’t wait to call everyone and reorder with ease. Then I’ll Drop in when I want to and learn new tricks. New adventure.	5	September 4, 2022	1
echo show 10	I own many echo devices and this one by far is the worst.  The only good thing about It is the speaker.  Now that is awesome, but the unresponsive screen is just the pits.  Not to mention when it looks at you it is pointed away slightly which means, it is not centered on you, that is irritating, and often I close the camera so it won't move.  if you are close to it, it is facing away from you, what is the point in that? The follow feature is just ok.  The video quality is decent but its ability to stay connected to my wifi is the pits. My other Echo shows work flawlessly.	2	September 4, 2022	0
echo show 10	Love it my 6 year uses it for music and mivies	5	September 4, 2022	1
echo show 10	Best thing ever! Wake up to music, turn my lights on and off! This this will even switch my tv to a certain channel	5	September 4, 2022	1
echo show 10	We like it but, her voice is low and we can’t hear it sometimes even though the volume is up. She don’t understand half of what we ask for I guess is a learning process.	4	September 4, 2022	1
echo show 10	Screen is not responsive. Slow up respond.	2	September 3, 2022	0
echo show 10	The Show 10 is a wonderful piece of hardware ... but ... I purchased it after reading about the AllRecipes skill, and thought this was a perfect use-case for my updated kitchen.  The skill doesn't link to your account, so it can't show your personal recipes.  In fact, it appears to be using a different DB than the allrecipes website, as a search on the show yields different results than the website.  Very disappointing.  Not sure what to do with it now.	2	September 3, 2022	0
echo show 10	I love that Alexa finds and shows me recipes a d I can listen to ,using all day.	5	September 3, 2022	1
echo show 10	Very disappointed this is my seventh echo show Alexa and I never had an issue until this recent one where it does not follow commands it does stop not stop when I make a request it ignores my command when I am attempting to intervene when I request it to stop it continuously stays in the last program ignores request for my added skills constantly continues to talk when Ask to do any command . I have had to restart several times just to get it to follow commands or play a tune or make a command it ignores my request I am very very disappointed in this set up. I had the first second third and fourth generation I have purchased echo show  and echo speakers for friends and family and have never been as disappointed as I am now big waste of money totally useless	1	September 3, 2022	0
echo show 10	Easy set up.	5	September 3, 2022	1
echo show 10	I have really enjoyed this echo, the sound quality is amazing and the screen turns to face you when you talk to it. While away, you can use drop in and use the show as a 360 camera. I highly recommend	5	September 3, 2022	1
echo show 10	thank you	5	September 3, 2022	1
echo show 10	Love the product!	5	September 2, 2022	1
echo show 10	"After every freaking command it asks ""by the way, did you know..""  and guess what, no way to turn it off.  I gave mine away a while back.  Go Nest Home if you wish for something not so bothersome and just does as directed."	1	September 2, 2022	0
echo show 10	The new show is easy to set up, Im still learning the new features.  Happy with it.	5	September 2, 2022	1
echo show 10	The e ho is greatfor watching videos while cooking or cooking from recipe. I prima8wanted it to keep an eye on the house and my dig, for that it sucks. I have Nest doorbell camera and cameras with my security system,  all get great video very quickly. With Echo I have to keep reloading and hope video comes up, if it does it stops shortly after starting.	2	September 1, 2022	0
echo show 10	The product is amazing. If you’re into tech or just need an extra screen by the kitchen counter it does the job but the Alexa integration is so SLOW for a product at this price tag. I had to reset to factory defaults twice since I bought it 3 months ago. Showing the Ring camera and controlling your smart home is just way too slow to be useful, most of the times I just open the app on my phone to make it quicker. Bummer that you can’t select the color of RGB smart lights! A lot of room for SOFTWARE improvement. The touchscreen is beautiful and responsive but everything else (and I’m talking about Alexa features like video calls) takes way too long and it’s unresponsive. Maybe a future update will fix it.	3	September 1, 2022	1
echo show 10	This is the worst device Amazon has ever sold.	1	September 1, 2022	0
echo show 10	I really love it	5	August 31, 2022	1
echo show 10	Love the tracking and voice recognition features!!!	5	August 31, 2022	1
echo show 10	It was a gift and I use it for music selections.I don't use advanced features.	5	August 31, 2022	1
echo show 10	Me agrada todo	5	August 31, 2022	1
echo show 10	Typical under powered Amazon device.	1	August 31, 2022	0
echo show 10	I like it because it has a much bigger screen. Although it constantly freezes and crashes. The screen doesn’t respond when typing most of the time. I have to repeat myself multiple times before Alexa does what I ask her to do. Unlike my echo show 5. I also dislike how it constantly asks to verify my account.	3	August 31, 2022	1
echo show 10	Response and interface is slow.	3	August 31, 2022	1
echo show 10	Lo practico	5	August 30, 2022	1
echo show 10	My favorite Alexa Device yet-  I’ve had all the mothers - this one has a premium speaker and large screen-  it also automatically swivels to follow you.  Clever feature.  Sound is best yet from Alexa.  Nice piece - highly recommend.	5	August 30, 2022	1
echo show 10	It follow movement more then voice	4	August 30, 2022	1
echo show 10	The camera connection or turning it on.	3	August 30, 2022	1
echo show 10	Can't set the time!!	4	August 29, 2022	1
echo show 10	First had in my kitchen, then moved to my living room, I should buy another, I love this so much	5	August 29, 2022	1
echo show 10	It's a nice design but it has flaws. Alexa doesn't understand all the time. The screen will sometimes look the other way when saying a command. The UI is a little behind. Let's just say I'm not that pleased. I was expecting a lot more. It does have a good sound. Video quality, when using the camera for pictures or video calls, is not the best.	2	August 29, 2022	0
echo show 10	I dont have any dislikes as of yet, Been fun playing with it	5	August 29, 2022	1
echo show 10	I have three Different models of Alexa in my home I love them but this model right here is so frustrating, it never ever works properly. I’m ready to throw it in the trash.	1	August 28, 2022	0
echo show 10		5	August 28, 2022	1
echo show 10	Love it	5	August 28, 2022	1
echo show 10	Blink camera is the worst to pair with this.half the time will not connect even after trying 2different cameras.if it does connect you have to renew every 10 seconds.makes a great 249 buck paper weight	1	August 28, 2022	0
echo show 10	Clarity of sound and crispness of picture are tops.	5	August 27, 2022	1
echo show 10	Fantastic both. Screen and sound. Its loud when you want quit when you. Great product!	5	August 27, 2022	1
echo show 10	I like watching the news and keeping up with the weather! Love listening to SiriusXM so handy to have!!	4	August 26, 2022	1
echo show 10	I was so pleased by the screen size and additional features of this echo, I love that it tracks your voice and is on a rotating pedestal. I can drop in my home and check on pets /family easily. ♥️♥️♥️♥️♥️	5	August 26, 2022	1
echo show 10	We love our Echo, It is more than just a device it is part of our home.	5	August 25, 2022	1
echo show 10	Ever since I've purchased the Echo Show 10, It felt very low quality. I am not sure if this was a refurbished product but it did not meet my expectations. The device felt extra slow for a 3rd generation product; The touch screen is not always responsive. The settings menu freezes a lot; Sometimes it crashes and goes to idle or Screen Saver mode while I'm in the middle of interacting with the menu. It is not consistent with announcements, especially when someone is at my front door; Also the Camera does not always show an image of the front door. The front camera does not always recognize me (male) from everyone else in my house (all Women). I thought a New software update may be able to help but it was worst. The Unit Does not work with multiple compatible Bluetooth Speakers as promised.Amazon Please Help!!	1	August 25, 2022	0
echo show 10	It’s been a great device for my kitchen, however, the following comes and goes and unfortunately it doesn’t always respond to your request via voice command	3	August 25, 2022	1
echo show 10	Works fine for 8 month . Touch screen is not working properly, same to the voice control	1	August 25, 2022	0
echo show 10	I use this regularly and it is good for older parents and kids. But it's so sloppily implemented, particularly around the basics. The response times are slow for core functions like starting or ending a call, and it is constantly fussing about its range of motion. When it works it's pretty amazing- tracks your voice and often makes very astute decisions about how to zoom, pan, etc. But, again, the basics are clunky and that's what I'm contending with most of the time.	2	August 25, 2022	0
echo show 10	Good screen and better voice recognition than other echo show devices. Motion following is a gimmick that doesn't work well and doesn't turn off when the motion off option is selected. Overall, far too much money for a slightly better echo show. Sorry I missed the return window.	3	August 25, 2022	1
echo show 10	"Pretty much a useless overpriced piece of junk. What's the point of installing a tablet on an echo device if it doesn't do anything a touchscreen device from even 15 years ago could. Pretty lame. It has almost zero app support or usability. Even if you manage to get it to go to Amazon Prime or Netflix you can't properly navigate through it.How are they going to pretend you can use Netflix, Amazon Prime or other streaming services simply by talking to it but not being able to actually visually navigate through it in a reasonable manner?I use YouTube music, the only way to use it on the echo Show is to use it through the internet and it is so slow, laggy and glitchy it's not even worth using, it truly is that bad. Even if you use Amazon music you can't click on an album and see all the tracks it's virtually useless how am I going to look through my music by talking to it? There's no reason it can't allow you to navigate through your music by using the touch screen, it's absolutely terrible.This would be the equivalent of only being able to speak to your tablet then your tablet giving you very limited information based on what you asked, the whole point of the echo show is that you're supposed to also have touch screen and interface usability beyond just speaking to it.In Amazon's defense the only thing I can say is they did call it the Echo Show.There's no excuse it can't support any app or function as a tablet except they have gone completely out of their engineering it not to. You installed a tablet on the device, it should work as one but it doesn't so I see no point in its existence. I don't need a display to kind of show me what I asked with the least information given.Even the most mundane of tasks asking it the weather the best you get is the temperature as it shows the temperature on screen with zero other information or even something to click on to give you more, nothing. What do I need that for??I could look at my thermometer outside my window for that. What an absolute joke.It's just a $250 display that sits on my counter now. Great, thanks Amazon for manufacturing a useless device!!Another huge thing is for the amount of space there is for a speaker in the device it has subpar sound at best.I have speakers half the size of this that sound better with fuller sound and dynamic range.Seriously, this device was excessively ""dumbed down"".I wish I could send it back still and get my money back.Don't waste yours."	1	August 25, 2022	0
echo show 10	Too hard to use as a camera for intercom or connect to security system. Doesn’t connect to blink sync module. Awkward.	3	August 25, 2022	1
echo show 10	G👍👍👍	5	August 25, 2022	1
echo show 10	Very handy	5	August 24, 2022	1
echo show 10	Dislike inability to save a library of favorite songs	5	August 24, 2022	1
echo show 10	Makes it easy to talk to family members that live far away.  Great experience so far.	5	August 24, 2022	1
echo show 10	"I have had the echo dot for a few years. It could always understand and respond to my voice and most others. This one does ... it cant do simple operations like close a view (Ring Camera), cannot understand simple words and the 360 swivel works when it feels like. Mostly ""hits an obstacle"" ... invisible ones."	1	August 24, 2022	0
echo show 10	Our son recently gave us an Echo Show.  We set it up in the kitchen.  Being a geek, I linked it to our WiFi, our Echo Dot, and our nearby TV.  I had no idea of the convenience it provides.  We now can get radio stations, weather, news, etc.  Both audio and video.The feature where the screen follows us as we move around in the kitchen so we always can see the display is really helpful.We love it!	5	August 23, 2022	1
echo show 10	This product is very useful and entertaining.	5	August 23, 2022	1
echo show 10	Good for photo display also	5	August 23, 2022	1
echo show 10	Disappointed in the menu system and navigation overall.  Will also add there's quite a bit of OS latency going on here.  Gig fiber mesh throughout the house - great signal to the device, but it lags a bit when switching to other functions, etc..  I cannot stand the menu system - oh, did I mention that already?!	2	August 23, 2022	0
echo show 10	Did not work. Brand new. They said gonna send you a new one. I get the new one it us refurbished.  No cords. Now they cut me off on getting a brand new one. This company needs to take care of these issues.	1	August 23, 2022	0
echo show 10	"The 3rd generation Echo Show 10 is worse at picking up voice commands, has worse audio, but the screen can be completely vertical which helps for video calling. Overall, I'm not happy upgrading from the 2nd gen to the 3rd gen.This version of the echo show 10 is objectively worse than the 2nd generation Echo Show 10 at picking up voice commands. This manifests itself in either doing nothing, hanging (taking 15 seconds or so for the blue ""listening"" stripe to disappear, where you can't interrupt it), or asking to repeat your command. It was so bad, I finally decided to return it, but realized I'm outside of the return window. Hence, this review instead.The sounds quality is also worse than the 2nd generation Echo Show 10. Specifically, voices in audio are just harder to hear from a few yards away compared to the 2nd generation. It feels like the audible spectrum gets distorted quite easily, even at lower volumes. Turning the volume up just gets cluttered and noisy.I bought this device for the sake of making video calling easier. The fact that the screen can be tilted and get completely vertical is great, as the last generation pointed upwards about about 10 degrees. When making calls with our kid, we'd have to prop up the back end of the 2nd gen Echo Show, and this devices solves that problem. It does this very well.I was going to gift my 2nd generation Echo Show 10 to someone, but I think I'm switching back to that and giving this one away. I'm pretty disappointed with this Echo."	2	August 22, 2022	0
echo show 10	Thank you	5	August 22, 2022	1
echo show 10	I love this it works good	5	August 22, 2022	1
