variation	verified_reviews	rating	date	feedback
Echo Dot	Está regular ni muy bueno ni malo	3	October 5, 2022	1
Echo Dot	Relatively new for me, getting used to it and it, I suppose, getting used to me.😂Had some help setting it up from someone who is familiar with this device. So far, I am happy with it. Good price in spite of my headline as I discover it is more than just a doorbell disguised as a hockey puck.	3	August 30, 2022	1
Echo Dot	Speak very clearly or else the Alexa AI will misinterpret what you’re asking of it. Also, do not pause for longer than 2 seconds when you’re speaking or else the Alexa AI may interrupt your command. I’m not sure if that is only an issue with the Echo Dot. I’m not utilizing any other Speaker AI system, currently.	3	August 30, 2022	1
Echo Dot	The sound quality is good, but I don’t like that it has to be plugged into a power source continuously for it to work.	3	September 22, 2022	1
Echo Dot	"I can't stand this anymore.  It's like torture.  It seems Amazon is purposely trying to make Alexa as annoying as humanly possible.  Add an item to your grocery list and it now tells you bought repeatedly.  For mayonnaise.  WHO CARES.  SHUT UP ALREADY.  It NEVER stops talking even though I have it on ""brief"" mode.Everything now is what you ask for but it adds ""By the way..."" and tells you some other lame garbage you HAVE to listen to.Imagine a light switch or door knob or electrical outlet that argues with you and interrupts you constantly, and talks loudly and for prolonged periods when you need it to be quiet (like when you hear a strange sound outside your house at night in the dark).  That's Amazon Echo.I'm updating this now at the end of January 2022 because now when you say something as simple as ""Alexa/Echo/Computer, play classical music,"" instead of just playing it now tries to let you know there's a new album of some classical composer's work and you can subscribe to Amazon's music service -- blah, blah, blah, ALWAYS talking instead of just DOING.""You don't control this.  It controls you.And if you think you're just adding an item to your groceries list, think again.  I'm sure there's an associate file at Amazon keeping tabs on what you but, how often, and so on, and that that too will get more invasive (and argumentative) in time.Cumulatively all of these issues plus the ongoing privacy concerns, and this is definitely leaving me looking into alternatives.I might have been curious about adding Echo to my driving experience, but is that going to be just as non-stop talkative (and argumentative) WHILE you're DRIVING?  No thanks.Amazon is going down a design rabbit hole.  If CONSTANTLY pissing off customers is the goal, congratulations, you've succeeded.This is exactly what happened with other online sites such as auction sites.  You could easily and quickly list things and turn them into cash, but month after month some techie and manager had to justify their jobs and salaries so instead of being a streamlined experience those products because extremely time consuming to use and no longer justified listing items unless they justified your time spent in getting them sold.  That's exactly what's happened with Amazon.I just wanted something so I could go into a room and turn on multiple lights at once, and turn them off.  Or turn them on when I'm not home so it looks like I am.  The music was fine when you could say something like ""play classical"" and it said only what station or playlist it was playing and then the music started.  Now it's truly invasive and blatantly designed not to serve you, but to give you enough utility that you'll put up with constant ads and pushes for more and more and more.I'll turn on my own damned lights all around the room before I'll put up with and submit to normalizing THIS.Does Dyson sell a vacuum cleaner that argues with you and interrupts you and suddenly announces for no reason in the middle of the night that it's connected to your iPhone?  No.Imagine using a KitchenAid mixer that argued with you and interrupted when you're juggling two parts of a recipe and with critical timing.  That's what Amazon's Echo is like.  Just when you think it can't get more argumentative and invasive, it does.George Orwell got 1984 wrong.  People will submit willingly to Big Brother in the name of convenience.  What Amazon fails to understand, is that's only true up to a point, and the entire Amazon Echo experience has jumped the shark.There's got to be a better alternative out there and I'm determined to find it and get this unwanted, never shutting up ""houseguest"" out of my life for good.Enough!"	1	October 28, 2021	0
Echo Dot	This is an okay product. It works well for information purchases but connecting to devices are a little more difficult.  It doesn't connect or doesn't stay connected to the device. There are little glitches that can be dealt with if it doesn't annoy you.	3	September 6, 2022	1
Echo Dot	Pasa mucho tiempo sin funcionar y de repente vuelve. He comparado que no sea mi wifi pero me he dado cuenta que el wifi esta perfecto	3	September 19, 2022	1
Echo Dot	The audio is muffled hard to hear!	3	September 29, 2022	1
Echo Dot	"I love listening to music the sound is great but after listening for a while and I want to listening to something else, before that the device will stop and say that there was no activity, well I was listening to music what more activity is wanted? I feel at times I'm having a debate with the device. Everything is a ""buy"" this to get that."	3	August 19, 2022	1
Echo Dot	It's a speaker not the best the Google home nest has better sound quality but hey it's a speaker	3	September 22, 2022	1
Echo Dot	I don't know what but it just leave more to be desired. The sound quality is good but its just not enough if that makes sense. Also, I feel its a bit intrusive with recording what i say and storing it. I absolutely hate that so i unplug mine when I'm not around which in all honesty defeats the entire purpose of the device. I also wish privacy and security options were more in depth and allowed further control. Like, I want to tobsay this person in this family group can access only this in formation at said time on said network etc. And lately the skills minus few are a bit hokey. I wish there were more useful and more productive skills along a norenoractical means as opposed to silly ones that don't really accomplish much such as play rain sounds or give me a nick name. Conclusion; in the lineup oflike devices Amazon is definitely the leading contender but when your in a class of useless gimmicks your still just a gimmick. Just my opinion and it's based on the simple fact I can do everything and more with my phone without am echo device and save myself 50 bucks. Lastly, I have google fiber service and never have issues for the most part and it's wicked fast however my dot has the worst connection of any device obhave ever connected to it. Simply putbits connection is unstable and unreliable with evidence of my other devices history along with trouble shooting I can only deduce its an issue with the device and not the network.	3	December 22, 2021	1
Echo Dot	"The media could not be loaded.
                



 I bought this echo dot because it was on sale. I have no problems with the Echo 4, ( except I can’t set the time zone), but this son of a gun came ready to fight.My other dot is in my bedroom since my Google Assistant is in the living space.Now that I’ve updated my tv to a Fire TV, I opted for the dot to allow me to use the remote even less.  The voice commands across the room are also handy.But what the actual French toast is up with the Chinese (?) commentator when it is set to English and had 20 minutes earlier responded to me in English.I traveled with it back to the USA and that’s when the bat cave went wild…granted the time zone headache got corrected.It’s a great device but moody can’t done!!  Sometimes she responds, sometimes she responds before I have asked the question, sometimes she can do complex problems, sometimes she claims she can’t understand anything you’re saying and refuses to try. Sometimes she pretends to be sleeping when I’m talking to her…She a great help and a stress.If you don’t want to turn off life individually and like to control everything from bed, this is it. Also, if you never want to know peace…she’ll do that too."	3	July 9, 2022	1
Echo Dot	I’ll be returning it because every day for the month that I’ve had it, it loses the wifi for no reason.  I tried to get help but when I did the tech wanted $29.99 from me and then he said he’d help me out. I told him I didn’t have the money and all of a sudden, the phone went dead.  I tried fixing it with no luck. I really like it too.	3	August 7, 2022	1
Echo Dot	In my opinion I have tried a bunch of different voice assistants and they all need lots of work.  I have a lot of home animation but I still prefer motion sensors door sensors and even my phone or iPad over voice.  I actually forget that I can even use my voice most of the time do the fact that it doesn’t always 100% work. Where my motion and door sensors are 100% accurate.  For my hue lights I like  motion detectors also Philips Hue Smart Dimming Kit.Once you set up your home with motion detectors and door sensors. Like for example opening my closet door the light automatically comes on or when we walk into the bathroom the lights automatically come on because the motion sensor turns them on.  After having these automations with motion detectors and door sensors voice seems kind of an extra step that is not even needed.I do think the best thing that I have found to use the echo and Google hub  devices for is in the kitchen to set timers for when your hands are not able to touch a screen.  Also setting alarms are pretty easy and very reliable.  Probably the biggest thing that I use the echo for is to alert me when I get an Amazon package also it’s set to ring if someone is at the door ringing the doorbell.	3	January 9, 2022	1
Echo Dot	"Works to good, apparently while I was asleep I woke up for a few minutes but wasn't really coherent, idk what I said if anything to activate the Alexa controller device however, it recorded several minutes of me babbling on about dropping my medication box all over the floor. It was then sent out to my friends that had a Amazon device, there friends and family and god knows where else, apparently it had used my contacts to send that voice message to my friends, family and everyone in my contacts, it also somehow sent the voice message to my friends contacts and there contacts and so on n so on. I turned off my Amazon Dot that day after several of my friends called me to ask ""What's going on, at 7:00am or so I was woken up by a long babbling message from you, one friend said his sister got it to, idk his sister. Be careful ppl, I've since gone into my Amazon account/Devices/Recordings and found hundreds if not thousands of voice commands,  messages etc etc, I deleted them all and deregistered my several devices that I no longer own, I didnt know they stay connected until you remove them and all the data retrieved by them. Very dangerous device if not properly and thoroughly setup completely, read all of the instructions, follow them and, goto a non Amazon site for tips, ideas and what and what ""*NOT TO DO*"", Sincerely, an embarrassed, frustrated and unhappy Amazon Echo Dot 3rd generation (What not to do) previous user."	1	February 11, 2020	0
Echo Dot	"After having had a Google Home Mini for about a year, but not being super impressed with it i figured i'd try the deal Amazon had to get an Echo Dot for $1 with a music subscription. Unfortunately i was entirely unimpressed with both.After setting up my dot, and linking it to the smart bulbs in my living room, i tried seeing what Alexa could do. Turns out, not much. Not only did it not understand the sample commands printed in the scant instruction book or Alexa app like ""Alexa, set lights to Green"", when it DID decide to actually do something, it would only control ONE bulb at a time.""OK"" I thought ""Lets see how it handles my new Music Unlimited sub."" Again, VERY poorly. There were a few albums worth of music already in the account, added automatically based on CDs i had ordered in the past (very nice feature BTW) so i asked Alexa to play some specific songs. Pretty much every single attempt was a complete dud. So next i tried getting Alexa to play my favorite podcast. Again, near complete failure. It took the dot multiple attempts to figure out i was asking for a podcast, and NOT a song with a similar title, despite me adding the word ""podcast"" in first at the beginning, then the end, and once, not at all. 4th time was the charm apparently, and i finally manged to get Alexa to play the podcast i wanted. Turns out though, that you can't request a specific episode, or episode title.Finally, i decided to try setting up a routine, something simple. I set up a hypothetical morning wake up routine, where Alexa would turn on my lights and ramp the brightness up to 100% over 5 minutes (something basic, front and center in the menu), and noticed that for some reason you couldn't set a color this way. Okay, white it is i guess. I also wanted Alexa to play a song as well. Well, turns out there's no option to ramp the volume on a song up, at least not in a normal way that i could see. So instead of setting up ONE routine that started about 5 minutes before i got up, and slowly increased in intensity, i had to make TWO routines. One for lights, and a second for the music 5 minutes later.I turned off my smart lights (not via switch, but via app, gotta have actual power to the things for them to work after all) and waited for the routine to kick in. At the appointed time when my living room lights were supposed to come on, imagine my surprise when only ONE light comes on. About 45 seconds later the second light finally comes on. BOTH lights are at around 75% brightness. Now, silly me i had assumed that the lights would start at basically off and go from there, gradually. Nope, almost fully bright, then every minute or so ONE bulb would suddenly click a few degrees brighter, followed by the other 30-40 seconds later.It's at this point i should mention that you cant set an entire room's worth of lights to do anything other than be on or off. So i couldn't just, say, have my entire Living Room group turn the lights on, then ramp up. No, that would be too useful. INSTEAD, you have to set each device INDIVIDUALLY. So i had to set the turn on at a set time, then ramp up in brightness over a period of time for one bulb, then do the same for the other.When it was time for the music to kick in, it decided ""Screw it, who cares if you set it to play from the Echo Dot. Let's play from the phone instead."" Literally every step of a very simple routine was an absolute failure.For being on the 3rd generation of Echo Dot the thing is pretty much like a beta-test product. The Alexa app is borderline useless, integrates poorly with the Echo Dot, and functions erratically when it DOES decide to try working."	2	May 17, 2020	0
Echo Dot	You have to almost shout for her to hear you most days but beyond that pretty great	3	September 14, 2022	1
Echo Dot	Easy to install. Alexa talks sporadically without warning. She is not as intelligent as Google.	3	September 20, 2022	1
Echo Dot	First, this is relatively new technology, and seems to have LOADS of bugs.  When Echo works, it can be quite convenient.  The set up process for each device is a bit of a pain as every manufacturer is a little different and wants you to use their app.  That wouldn't be so bad, but be aware, my experience is that I have to re-set up my devides every month.  Not the same ones mind you.  Sometimes it is the Gosund plugs, then the Sengled lights, or Cync, or another one I forget now.  In retrospect, buying all the exact same manufacturer plugs and lights would likely help, but in theory, all this is supposed to be easy, and it is...until I go through my monthly or more often re-setup.  And, don't forget that if your internet goes down, Echo shuts down also  One would think that would only disable the info features, but nope, Alexa does nothing if she can't talk to the internet.  All your convenience disappears.  The intercom aspect is handy, and overall, I like the features and use Alexa daily.  I also end up cursing Alexa almost daily when I am fighting with it to understand a phrase, repeating myself, doing re-setups, etc.  At some point, a lot of this will likely be worked out.  Just be aware we are not there yet and you should be tech-friendly, as I am, or I imagine this will be nightmarishly difficult.	3	December 7, 2021	1
Echo Dot	"This is really more a review of Alexa than of the Echo Dot. The Echo Dot is a decent speaker. For it's price, I'd even go so far as to call it a good speaker. But if you're like me, you're really buying the Dot so that it can host Alexa and turn your house into a ""smart house."" DON'T BOTHER.Alexa is dumb. Really dumb. And you can't even teach her to be smart, because basic if-then logic is completely beyond her. The programming is entirely set up for ""when"" commands. For example, you can program her to wake you up WHEN it is 6 AM.  But you can't program her to wake you up only IF you are at home. So if you go on vacation, your wake up routine will run, turn on all your lights, raise the thermostat in your house and so on and so forth EVEN THOUGH Alexa knows you're not at home. She knows your location, she'd just not smart enough to use it.Unless you've seen the skill you want to use EXPLICITLY displayed in a commercial, assume that she cannot do it.  Even if you have seen the exact skill you want, you should assume that it will not work as smoothly as shown. You can program a wake up routine, but you can't tell Alexa, ""Run my wake up routine at 6 AM tomorrow instead of 5:30 AM."" No, you have to go in and manually change the programming.  You can't program her to something every other Friday, only every Friday like clockwork or not at all.Here's a short list of things Alexa doesn't do:*Take action only IF something is true. NO if-then functionality at all.*Alter routines*Do tasks on a non-weekly schedule. NO every-other week, no once-a-month, no second-tuesday.*Play music for 30 minutes and then switch off.  Or do anything at all after playing music. Once the Echo Dot starts playing, Alexa is done.*Do a task at a repeated interval (i.e.: Announce the time every 10 minutes)*Play a shuffled playlist as part of a program or routine.*Ask you a question.  Seriously, she can't use any info you give her to take an action. It's dumb.*Regurgitate basic facts you've asked her to remember.*Lock the front door, even when it's a smart lock with an app and everything.Understand, we didn't just roll over and accept defeat.  I'm an engineer. Writing Excel programs is a significant part of my job description. I spend my days beating computers into submission and tricking them into all sorts of things they don't want to do. I was not about to accept that Amazon was dumb enough to put their brand name on a program and interface as monumentally stupid as Alexa was appearing to be. Surely, there was something I was missing. Surely, there was a way to make things work.I started by looking for skills, but didn't really see any that looked like what I wanted. So I went over to skill builder. Still no luck. So I escalated again, and went to the skill builder section intended for large companies. I thought, ""I'm an engineer. I program all day. I can handle it."" Except that apparently, ALEXA can't handle it. Even in the basic, backdoor coding of ""skills,"" available for high-dollar companies trying to build skills for Alexa to use, you can't use conditional statements. No if-then loops. No while loops. Alexa just doesn't function that way.I have depression. I have a roommate with executive dysfunction, one with ADHD and one with Autism. We all pitched in to get the Dot, as well as a bunch of other things to make the house a ""smart house."" Lights, thermostat, plugs, everything. No holds barred.  We were really hoping that Alexa would be able to help us with various basic tasks that we find difficult to manage for one reason or another. We were hoping that this new technology could help make us more functional. We spent all weekend installing the ""easy install"" light switches and thermostat.  We were so excited to get it all programmed and running. In the end, we were monumentally disappointed. The only reason we haven't returned everything is that pulling it all back out of the walls is quite literally more than any of us can handle.I can't believe Amazon has released this product/program and is actively associating their name with it. I can't believe that Alexa has been on the market as long as it has and is still this dumb. If-then statements are the most basic building blocks of programming. How, HOW do you release a program that's intended to be customized, and NOT include basic if-then logic capability?tl;dr - if you want a speaker that will announce the time on command, buy this echo dot. If you want it to make your life easier, give it a pass. At least until Alexa can understand something as simple as ""Alexa, if no one is home, turn off the lights."""	1	February 17, 2020	0
Echo Dot	Sucks that you have to have it plugged in in order to use.	3	September 18, 2022	1
Echo Dot	Echo dot is outdated needs more bells and whistles.	3	September 21, 2022	1
Echo Dot	I have ongoing issues with Echos: software is unreliable, e.g. movement detector works then stops working, drop in needs an IT degree to set up, streaming just stops for no apparent reason & the Echo becomes totally unresponsive. It is not network issues, all other devices working 100%	3	August 17, 2022	1
Echo Dot	Like	3	September 29, 2022	1
Echo Dot	I dont like so much i couldn't sincroize with lg	3	September 23, 2022	1
Echo Dot	This is my first Alexa.  A OralB rep gave it to me when an OralB brush with Alexa, would not function as it was suppose to.  The Alexa with the toothbrush kept disconnecting. I’m having to learn a new way to speak, It’s not easy learning the apps I could connect with.  I simply want local news and tried to say the name as described by a local station, and It kept going to CNN or another news provider.  I’ve tried listening to apple music, but I’m not home much to enjoy it.  I tried games and meditation skills.  The trivia game was fun, I was able to challenge other owners.  The meditation music was odd.  Not at all calming. The sleep app did put me to sleep once. I’m not impressed with Alexa. I really thought it would be neat to have, but it’s a struggle to say the right words that activate what I’m asking for.	3	May 24, 2022	1
Echo Dot	Dos not answer questions correctly or gives you a answer that's not on topic and ever day stuff lists alarms	3	September 4, 2022	1
Echo Dot	I really only purchased this as a Bluetooth speaker and smart home integration, but if I get one more “by the way” unsolicited tip, I’m throwing this away and getting a Google assistant. One of the most annoying features that I can’t turn off!	3	August 11, 2022	1
Echo Dot	"The media could not be loaded.
                



 The box came opened and when I opened up the box it was missing my plug in. Im not happy at all!!!!!!"	3	October 14, 2022	1
Echo Dot	The System is great when you are able to have internet to outside service, when internet goes down  as in Eastern Arizona the items programed either keep running or never start, as a timer it will not tell you when time is up ( use Kindle fire as backup due to poor internet  . But other than that these echo dote listen and without a prompt join conversations. I love the system when it works and have 3 dots and a mini  work as intercom at times when I am i the stable or barn	3	July 8, 2022	1
Echo Dot	It is a  somewhat cool product, but there are clearly issues in operation.Smartlight.It found my Philips Hue Go lamp and could control it. At first. Then lost the connection and in spite of having it discover devices and finding it, it then failed to communicate. Many attempts of that and it finally worked again. And if can of course just select base colours, the moods the Hue has in the app won’t work. So functionality with the Hue smart lights is somewhat limited, the AI of the Echo isn’t good enough.SpotifyAttempt 1. Holy s**t, what a mess! I have a playlist on my Spotify. I use that because you can add whole albums to it, so it is the normal way to do it. Also I can pick different playlists for different purposes. Of course just the way a music service having playlists is supposed to work. But with the Echo it failed 100 %. When I asked it to play my playlist it either played some raining song (far from my kind of music too) or some Spotify radio station. If I asked it to play Suppers ready with Genesis it played “Genesis radio on Spotify”. If I asked it to play my liked songs it played, yes you guess correctly, something random that I do not like. After a while it started to play “daily mix one”. Hmmm…..Attempt 2. I unlinked and relinked the Spotify account and after that it works better. But not as it should. I can now actually get it to play the song I ask it to or the artist I ask for. That’s an improvement. But my playlist, nope won’t work. If I ask it “Alexa, play my playlist One” it tells me “Playing your liked songs”. And it does play my liked songs. Only thing, to get my music there I have to add every single song manually, which is quite a lot. And of course I can only have one library liked songs, I can’t use different playlists.So that’s where I stand now. It works, but only to play Liked songs. Using a playlist seems to be impossible for me, and that is in my opinion a severe functionality problem. I think for a Spotify user Google Home is a better alternative since google Assist seems to work better with Spotify.Maybe using Amazon Music works better and Amazon makes the functionality with Spotify inadequate on purpose. But for me Amazon Music is not an option. And if there is an alternative for Spotify on the device, you’d think it should be able to play playlists.All in all these things lower the grade quite a lot.	3	February 19, 2020	1
Echo Dot	Cant use it.  Well, I can use it as a door stop.	3	September 9, 2022	1
Echo Dot	Low volume hard to connect	3	September 22, 2022	1
Echo Dot	Most of the time it works well but other times when you’d ask it to turn the lights on or off, it will say okay but the lights are still off or still on. Every now and then it’ll ask if you had to ask it multiple times and got no response. I say yes and it says it will look into it.	3	July 26, 2022	1
Echo Dot	Not Necessary in my daily life	3	September 14, 2022	1
Echo Dot	Me gusta mucho sus funciones ,pero mi queja es q pago $9.99 por dos bocinas,y no las puedo usar al mismo tiempo!!!se detiene una ,si la otra funciona,y si pides que suene música, dice q está usando amazon music, en otro dispositivo!!es realmente molesto,por que pago ,por dos bocinas!!	3	August 4, 2022	1
Echo Dot	Sound is not as good as my original echo.	3	September 13, 2022	1
Echo Dot	I have to scream for my alexas responce i dont recommend it.	3	September 6, 2022	1
Echo Dot	I have an Echo Dot 1st Generation and a 2nd Generation Echo.  I decided to update both Echo's and add to my household for more quality and help from Alexa.  I had noticed that the speaker of 1st generation dot was starting to sound a bit off, like a cracked speaker, and Alexa wasn't responding as well as before (but she heard me better than this new one), hence the update of the dot.  And the upgrade for the original Echo 2nd Generation was because of the Zigbee hub (I updated to Echo Plus 2nd Gen).  That all being said...The Echo 3rd Generation Dot in the kitchen doesn't hear me very well (the old one did a better job).  Many times I will ask Alexa to add things to my shopping list and she gets it totally wrong or I hear the new Echo Plus 2nd Generation in the other room pick it up.  Also if I tell her to set a timer in the kitchen, again many times she doesn't hear me or the other one will pick it up.  I figure the reason the other Echo (in another room) hears me is because I am having to shout at Alexa to do what I am asking; set a 10 min timer, add eggs to the shopping list, ect.  Very annoying!Not to be all negative on the 3rd Generation, if I do play music on the Everywhere Group setting it isn't to bad sounding, but it is in my kitchen (my hub) and I need to be able to request to her to add things to the shopping list, set timers and she needs to be able to hear it correctly and not make me shout at her.Lastly, the Echo Dot 3rd Generation sound quality (when she does hear you) is way off.  I have tried repeatedly to bring up the sound quality (less base / muffled sound) for use in just the kitchen.  The Echo Dot 3rd Generation is way to muffled sounding, and sadly this one is going somewhere in the household where it will be rarely used and I will bring the old one back out of retirement...at least I could understand the Echo 1st Generation more, with no muffled sound, and she heard me way better than the Echo 3rd Generation.  I am disappointed in this Echo 3rd Gen Dot and glad it was on sale, per it wasn't worth the 50.00 original asking price.  I do enjoy the Echo Plus 2nd Generation with the Zigbee Hub, but it is in a different room, and I do play music through it.	3	December 8, 2019	1
Echo Dot	The echo dot seemed to respond slow and inaccurate at times....also sound quality not to good to listen to music.	3	August 29, 2022	1
Echo Dot	The sound quality on this and the other one I ordered is not great. It is very bassy, hard to hear, and if you turn it up, its too loud. The voice quality is fine, it is just the speaker that isnt great. But, we use it every day for weather and other info it provides.	3	July 27, 2022	1
Echo Dot	Lamentablemente el enchufe sólo se conecta con la aplicación de ALEXA, pero no reconoce otro asistente. Demasiado centralizado este dispositivo. Se supone que un dispositivo es inteligente por tener la capacidad de vincularse con otros y con otras aplicaciones?	3	August 5, 2022	1
Echo Dot	I was given a Gen 2 Dot by a friend who no longer had a use for it. I thought I'd give it a try and went shopping for devices to use it with. I even  bought a new Gen 3 Dot for my second floor. I installed the app on my tablet and got started. Initial set-up was fairly easy, almost intuitive. Voice recognition is very good. The smart devices were another matter. I spent almost an hour trying to get my first bulb working only to discover that it was bad. Switched bulbs and the second worked just fine. Sound quality is good but, oddly enough,  actually better on the older Dot! Over all these Dots seem a lot like the Fire tablet I bought several years ago. Well made, interesting, but little more than an enticement to rent, purchase, or stream content from Amazon. It can't do a thing with the 7000+ files in my audio collection.Home integration has so far been disappointing. 25% of the bulbs I bought are/were defective. They work fine as plain LED bulbs, so they'll get used, but they don't respond to the Dots. And the dimmer switch I bought for our chandelier won't work either. I'm not giving up just yet, home integration/automation is too appealing.	3	January 14, 2022	1
Echo Dot	"On many many occasions, more often than not, I have to yell loudly at her multiple times for her to ""wake up"". I have repeated the same command many times and she will not recognize sometimes. I was surprised by the quality of sound though! I play music through it and the speaker is rather good for it being so small! Overall rating? 6/10, I'd go for a newer model than the 2018 if that's even a thing. Only say that because hopefully they fixed/tweaked some things! May I also add, it's very creepy when i have to scream at her to hear me but she'll randomly go off in the middle of the night and I go in and listen to what she heard and it's something creepy, one night she heard and recorded ""mother"" when my room was absolutely silent. So maybe turn yours on mute over night 😂"	3	May 17, 2022	1
Echo Dot	The price was good but you only get what you pay for	3	August 30, 2022	1
Echo Dot	The device works as intended, but echos frequently try to provide data other than what I ask for. That's annoying and I have to tell it to stop all the time.	3	August 7, 2022	1
Echo Dot	It's good so far	3	September 6, 2022	1
Echo Dot	I like that you can request just about any song and it will play. I do not like that it listens to ALL conversations and starts identifying names with their voice, creepy!	3	August 10, 2022	1
Echo Dot	I just had to unplug the Amazon Echo Dot in my bedroom. I am a very light sleeper, and this device randomly lights up, blinks, and beeps. I have checked the app on my phone. I have tried asking Alexa to stop blinking. I may not plug it back in. I was using it for white noise, weather reports, and occasional music when I’m getting ready in the morning. It is much nicer at night keeping her unplugged.	3	July 5, 2022	1
Echo Dot	I own 5 of these. This is brand new. Constantly going offline, says my connection or password must have changed (they haven't) and I have to reset it over and over and over. Get ready Amazon, another worthless item is heading back.	3	July 30, 2022	1
Echo Dot	"Two complaints and one thing of note.- It worked wonderfully. All I did was plug it in. Then one day  got new internet (my portal died). Since then all it does is tell me to download the ap, and it will fix everything. I dl'ed it. Is there a setup button, yep. Connecting it? Not a clue. There is no Connection/Communication button. I have been through every menu of this ap and nothing helps.Complaints- I bought a 2nd Alexa, it works f'ing amazingly well in spite of being about as far as I dare use the wi-fi correctly. It has no connectivity issues, WTF.- Apple: An advertisement that plays every other commercial break where the people say ""Alexa"" that activates mine so it can tell me to DL the ap every 15-minutes...somewhere an advertisement executive needs to be shot.Oh, and one more thing...- I reached the point where I honestly could turn off my alarm to wakeup and still be asleep. No, seriously. I am conscious just enough to find the snooze button but not to become awake. So IO figured ""Hey, why not get an Alexa? I can set and cancel alarms much easier, it confirms them, and in my dream state I cannot speak 'alexa' and I need to be awake to recognize the source, so it will guarantee I wake up."" Problem:Alexa does not have a separate ""alarm volume"" setting. If you want a loud alarm, you need to set it to max volume for everything. I want to here my morning music playing at a 4 or 5 even if it takes a 9 to wake me up."	2	June 21, 2022	0
Echo Dot	Changes wake word to ziggy.  With 3 other echoes in house, system wouldn't respond... a nightmare to figure out as reboots didn't work and there is no customer service	3	August 8, 2022	1
Echo Dot	I really like that I can use this to operate my tv. I don't like that it has to stay plugged in at all times.	3	August 14, 2022	1
Echo Dot	Not much to say, I tell her to play, she dang sure better play. I like to talk to Alexa while I’m enjoying some home grown goodness. I tell her Alexa, play me some Cross Canadian ragweed. She says OK. And then it starts singing them boys from Oklahoma roll their cigs all wrong. They’re too dang skinny or way too long. Well I ain’t no holy roller so I just use a tong . Them boys from Oklahoma roll their cigs all wrong. Them boys down in Norman they got a kinky streak. Ain’t allowed to roll their own. Their Sooner wrist are too weak. They’ll sure start to puffin if you put one in their beak. Well them boys in Colorado they just as soon pan for gold. The nights are too long and growin season is too cold. They’d just as soon smoke a cig that Jason Boland had rolled. At least that’s what I’ve been told. Well them boys down there in Texas got some dang good cigs. That’s probably why they play such horrible football. Them dang Cowboys ain’t gonna win a super bowl in my lifetime. At least that’s what I’ve been told.	3	February 6, 2022	1
Echo Dot	"I'VE HAD TWO ORIGINAL ECHO DOT FOR YEARS.  Decided to update, PURCHASED THE THIRD GENERATION.  VERY DISAPPOINTED.  STOPS WHEN WE MAKE A PHONE CALL; CHANGES STATIONS AUTOMATICALLY, AND has developed a ""bit of attitude"".  The previous Amazon.Alexis app doesn't work only with the NEWER Alexis  for computers connection.  In fairness, I now have a Wi-Fi connection.  Amazon's CUSTOMER SERVICE is unable to help."	3	July 7, 2022	1
Echo Dot	it is nice and easy but needs to be rebooted fairly frequently...	3	August 26, 2022	1
Echo Dot	I could not get the  alexa app to work on my phone...need help or I may have to return it...I am a senior and not too familiar withg teck nology..	3	August 6, 2022	1
Echo Dot	It's not that powerful as far as sound.	3	September 3, 2022	1
Echo Dot	It’s our 2nd 3rd gen dot-was purchased to replace 1st gen echo-not even close to the echo, respond, sound, volume-and not as “friendly” or strong as the older dot , however the $30 w/tax makes it still a good deal	3	July 25, 2022	1
Echo Dot	"I have 12 alexa echo devices in my house.  Mostly dots, but I have a couple of shows as well.  For a long time all was well.  I kept adding to my network.  I have almost every light switch in my house moved to a smart switch.  I can open and close my curtains through alexa, and I have enjoyed using it as an intercom to the kids rooms using the drop in feature.  But recently, she has been getting stupid.Issue 1: Recently, I tried to drop in on my son, by saying, ""Alexa, drop in on [NAME]"".  This has always worked in the past.  Lately, at least half the time, she asks me, ""Do you mean [son's name/daughter's name]?  And I say no.  And she asks me who do I want to drop in on.  I tell her, and she is stuck asking me if i mean something else.  Now, the only think I can think of is that she has access to my phone's address book since my son has my daughter's old phone number.  What the heck?!?!  And Amazon doesn't seem to monitor their own help forums to even provide help.  So scratch that one off the nice feature list.Issue 2:  Forgets some skills, and seems to install others I don't want.  I am using a pretty obscure wifi enable controller to open and close some large curtains.  It worked for over a year.  Then one day, it just stopped working through alexa.  Still works through the manufacturer supplied app.  I looked in my skills, and the skill for that device is just gone.  All of my routines are still there, and refer to the skill in the settings, but the skill isn't there and when I redownload, I can't sync to the original account.  So scratch that off the nice features list.Issue 3:  The most basic smart home control:  Light switches.  I have two rooms that she has become stupid about.  The garage and the study.  I have always been able to say, ""Alexa, turn on/off the garage/study lights.""  And she has done it perfectly until now.  Now most of the time, she responds, ""The garage/study doesn't support that.""  What the heck?  So scratch that off the nice features list.If all you want to do is ask what the temperature is, then go ahead an buy an echo device.  Otherwise, I would say that this is giving amazon a huge black eye.  There are so many similar questions as mine on line, and even on the alexa page right here on amazon.  But amazon doesn't answer the question.  Seriously, this is self-proclaimed to be the most customer-centric company in the world, and you can't get simple trouble-shooting help!"	2	March 30, 2021	0
Echo Dot	don't like the selections	3	August 30, 2022	1
Echo Dot	I have a dyfferent echo as well.  This one seems to have a more muffled sound than my first one	3	August 12, 2022	1
Echo Dot	Pain in the ass	3	August 31, 2022	1
Echo Dot	Sound quality bad.for info,music etc.	3	September 3, 2022	1
Echo Dot	No review	3	August 30, 2022	1
