variation	verified_reviews	rating	date	feedback
Echo 4th Gen	I was looking for a soundbar system for my livingroom. While I was doing some research, I saw a huge sale on the Echo for $59. For the price of a budget soundbar system, I was able to buy two echos and an Echo Sub.The software is wonky and frustrating to use sometimes. It took a half hour for the it to recognize the Echos as a stereo pair. Once they did, I was able to set them up in seconds. After that, I set it up with the Fire Stick as a home theater. The Echo sub hadn't even arrived yet. The sound is actually pretty amazing. The speakers sound crystal clear and provide competent bass. Music listening is where these speakers REALLY shine. There is a huge difference when you listen to music in true stereo.Going back to the software, That's why it's 4 stars instead of 5. I woke up the next morning, and the home theater no longer had sound. I deleted the group and set it up again, no luck. I noodled with the software for 2 hours, and it just refused to work. This seems to be a known issue. After getting the boxes together to return the devices, 6 hours later, the software magically fixes itself. Just to be certain, I spent some time trying to break it again to see where the instability is, but it's rock solid now. I'm thinking they pushed it into production without properly testing the software. Once it broke, they must have pushed a big update to fix it. It just took time for the updates to happen on all the devices. You hear that Amazon? You need to do a better job of testing your software!That being the case, it's the smartest home cinema you can buy. Most soundbar systems will make you use a separate remote to switch channels to Bluetooth, if you want Alexa to work...unless you want to pay for Alexa integration. The dual Echo configuration is completely seamless, because...well, it's an Echo. Music is what it does best. If you want music, Alexa plays music in full stereo. If you want to watch a movie, it automatically plays the sound in Dolby Digital using the Fire Stick. My Echo Sub arrived today, and I'm REALLY looking forward to trying that out.	4	October 3, 2022	1
Echo 4th Gen	These Echos worked well	4	October 3, 2022	1
Echo 4th Gen	One for my living room and one for the bathroom. Sound quality is great can’t complain as it’s good for any genre of music. I like the amazon music integration too.	5	October 3, 2022	1
Echo 4th Gen	Excellent voice recognition, with dolby digital sound. The product justifies itself	5	October 3, 2022	1
Echo 4th Gen	easy to setup and enjoy	5	October 3, 2022	1
Echo 4th Gen	I have several Echo devices, and mostly like them all. This newest one is the most responsive to voice commands, from both of us.	5	October 3, 2022	1
Echo 4th Gen	I was a bit surprised at sound quality.	5	October 3, 2022	1
Echo 4th Gen	"I used to love these devices, but in the last year she's always adding at the end of every command i give her ""by the way ..."". I don't want to here her suggestions or tips or anything. I just want her to do what I asked her to do. I have followed every suggestion I can find on the internet and nothing works. Just tonight she was telling me she can get me ready for the rings of power. Amazon should not be advertising their things in my home like that. They should leave it on their Fire TV and website. I don't need to hear about it when I want to turn my lights off or set a timer. Never buying another amazon smart home device."	1	October 3, 2022	0
Echo 4th Gen	I love everything	5	October 3, 2022	1
Echo 4th Gen	I think amazon should just recall this device. Worst Alexa device ever. You have to call it 5 times before it even responds. Embarrassing for such a company. First gen echo dot is 100 times better. Sound is just louder but not better. Don’t waste your money. You will regret buying this product even on amazon day and at discounted price.	1	October 3, 2022	0
Echo 4th Gen	The sound is incredible.  Easy to pair.	5	October 2, 2022	1
Echo 4th Gen	I had a first generation Echo that I exchanged to get this new echo. To my disappointment this one doesn’t listen well AT ALL. The sound quality it top notch, but her voice recognition and listening is terribly sub par.I’ve used it in 3 different spaces and that has made little difference. The only time she responds consistently is when I’m within 4 feet or really yell.In fact, my two echo dots ON THE OTHER SIDE OF THE HOUSE respond more consistently to me than this one does. I was literally 10 feet away from this echo and asked it to set a timer and both of my other echos (which have walls and hallways between me and them) responded to me and the one that had a clear line of sight and sound, didn’t even engage.If you’re looking for excellent sound, this will get the job done. If you’re looking for another child that doesn’t listen and often misunderstands what you said, this will also get the job done.I’d get the smaller echo dot clock before I’d get this, if my mom or grandma were to ask my opinion.	1	October 2, 2022	0
Echo 4th Gen	Great product. It’s very fancy and smart. It’s worth every penny. It’s the center of my smart home. The sound is amazing.	5	October 2, 2022	1
Echo 4th Gen	Great price , very impressed with the sound quality.	5	October 2, 2022	1
Echo 4th Gen	The new 4th Generation Alexa had gone down in capabilities. The microphone is incapable of understanding your voice no matter how close you are to it. It's almost like she's lost half her IQ points. Keep your earlier generation! I've had to go back to using Siri. He's definitely the better answer here, but he doesn't often provide a verbal answer, but gives you links to them.	1	October 1, 2022	0
Echo 4th Gen	I'm an audiophile, but after a while even I long for the conveneience of 1-click settings. Enter Prime Deals and savings and I can't resist trying out the Echo 4th gen speaker in my bedroom.No, its not the same as my Sony 5.1 Stereo with live mic speaker balance testing. By the same token, I can carry it in one hand, talk (back) to it, and best of all, the sound quality is, especially for such a small (relativey) inexpensive speaker, absolutely EXCELLENT, and I say so without any hesitation.If you can, wait for a sale, but either way, if you want excellent sound the easy way, this is the way to go!	5	October 1, 2022	1
Echo 4th Gen	The sound quality is great!	5	October 1, 2022	1
Echo 4th Gen	Easily fit into my everywhere group.	5	October 1, 2022	1
Echo 4th Gen	Could be a little louder and a tad more Bass but other than that it's pretty good	5	October 1, 2022	1
Echo 4th Gen	No complaints!	5	October 1, 2022	1
Echo 4th Gen	I like it’s sound, and I like the responses of the echo.  It is a vast improvement to the echo dot(2nd gen).It just seems much better all around.	4	October 1, 2022	1
Echo 4th Gen	I really love my Device.	5	October 1, 2022	1
Echo 4th Gen	I love Alexa lol..  Great sound and tons of functions! I also bought an Amazon tv which works great with Alexa	5	October 1, 2022	1
Echo 4th Gen	Great sound	5	September 30, 2022	1
Echo 4th Gen	See above	5	September 30, 2022	1
Echo 4th Gen	I was hoping that Alexa would integrate with my other home applications such as water heaters,  pool equipment etc and apparently this isn’t possible without some other equipment.  Alexa does integrate with the Ring doorbell security system as well as my TV.	4	September 30, 2022	1
Echo 4th Gen	Sound is quite good given its size. Plenty good for my office. I also have an Alexa Studio and THAT device is peerless and unmatched by any other. If you buy this, chances are you will be happy.	5	September 30, 2022	1
Echo 4th Gen	These little speakers really sound great.	5	September 30, 2022	1
Echo 4th Gen	The voice recognition isn’t the best. Has good sound quality for its size though.	4	September 30, 2022	1
Echo 4th Gen	when music is playing and you want Alexa to do something else it will sometimes not hear you at all. its like the echo has hearing loss whenever music is playing but as soon as music isnt playing it will head me say alexa from a different room.	5	September 29, 2022	1
Echo 4th Gen	"from the echo dot! Very happy with this unit. My main voice recognition complaint is she can't tell a squawking parrot from a dog, and when I am upstairs with the dog, resting silently, I'll get fone notices saying that the dog is barking, and would I like to drop in downstairs?  I've then asked her if she is guarding my house and she isn't. So no clue why I get constant notices! Now I won't believe her when she is guarding! I do like a new feature. With the loud parrots, I would call her name and she would flash her light, make an negative sound and stop responding. Yes, I have cussed at the AI when she didn't recognize my voice, and that is her default reaction to a cuss! But now, when I'm yelling across the room and the parrots then yell over me, instead if an AI version of a certain rude gesture, with light and sound and refusing to continue, she has learned manners. She politely says ""I'm sorry. I can't hear you. Could you repeat that?"". Much nicer. Again, the sound is way better than a single or pair of dots. More projection in  different directions. Works nicely with the music subscription. Like it so much, I'm considering rolling the dice on the $200 unit on Black Friday, to use in living room and putting this in my bedroom."	5	September 29, 2022	1
Echo 4th Gen	The sound quality continues to improve and makes all the options an enjoyable option.	5	September 29, 2022	1
Echo 4th Gen	The sound quality is hard to believe!	5	September 29, 2022	1
Echo 4th Gen	Disappointing,  you need a fire TV device to connect this to a tv	1	September 28, 2022	0
Echo 4th Gen	Sound quality and voice recognition are awesome and doesn't take up unnecessary space very compact	5	September 28, 2022	1
Echo 4th Gen	Hub works well it hears better then 3rd Gen	5	September 28, 2022	1
Echo 4th Gen	Nothing	5	September 28, 2022	1
Echo 4th Gen	I love this version of alexa.  The sound is wonderful.	5	September 28, 2022	1
Echo 4th Gen	I was hoping this could be a cheaper solution for respectable surround sound for my house but the truth is that these are absolutely not the quality anyone would expect who is really looking to replace a sound system for easy plug n play wifi connected speakers. Yes they work, yes it is easy, NO these are not premium sound. Maybe they are premium in contrast to other echo devices but not comparable to other sound systems.You absolutely get what you pay for in this case…Cheap stuff yields cheap results.	2	September 28, 2022	0
Echo 4th Gen	So far I love the way this newer echo sounds compared to my original echo that I traded in. I'll admit that sometimes I do think that my older echo sounded better but it's probably just me missing the old look. This newer echo I think is trying too hard to look like an apple devices. I do love that this echo comes with a temperature sensor for detecting the room temperature although I do agree with other reviewers that it's not very accurate. Overall it does what it's supposed to do well even if the look leaves something to be desired.	5	September 28, 2022	1
Echo 4th Gen	It does what it is supposed to do as far as be an Alexa speaker.  The sound is lackluster and lacks any punch	3	September 28, 2022	1
Echo 4th Gen	sometimes when the WiFi drops it hard to recover	5	September 28, 2022	1
Echo 4th Gen	I’m enjoying my Alexa. First one I’ve ever bought  I’m glad I bought it. The sound is nice when listening to music. I would recommend this item.	5	September 28, 2022	1
Echo 4th Gen	Great product. Exceptional sound for its size. One suggestion, don’t place it too close to a security system glass breakage sensor. The base will set it off. Turn down the volume, move it or the sensor.	5	September 28, 2022	1
Echo 4th Gen	I was surprised at the quality of this  we sound of this little speaker sounds great for a small room	5	September 27, 2022	1
Echo 4th Gen	I wasn’t sure that I would like having Alexa in the house but we use it primarily for music. Love it!	5	September 27, 2022	1
Echo 4th Gen	I like the simple elegance of the unit and it’s very good recognizing voice, and I think it does a better job at answering general questions than the Apple, Siri	4	September 27, 2022	1
Echo 4th Gen	Love this Echo.  I had bought small one & then ordered larger one. Sound is great.	4	September 27, 2022	1
Echo 4th Gen	Gets better and better	5	September 27, 2022	1
Echo 4th Gen	Really good, sound excellent....	5	September 27, 2022	1
Echo 4th Gen	I can’t figure out to get my tv on Alexa. It is a smart tv but does t have the Alexa app.	5	September 27, 2022	1
Echo 4th Gen	Sound quality	5	September 27, 2022	1
Echo 4th Gen	Love this! The sound is beyond superb. Worth every penny!	5	September 27, 2022	1
Echo 4th Gen	We have had Alexa for several years but decided to upgrade.  A great decision!  Our new unit has much better effective listening range, performs all Smart Home Functions seamlessly and it's recordings playback sounds nearly as good as my Bose Home Audio System.	5	September 26, 2022	1
Echo 4th Gen	Todo muy satisfecho del producto	4	September 26, 2022	1
Echo 4th Gen	Great product! Highly recommend!	5	September 26, 2022	1
Echo 4th Gen	Awesome echo the sound and quality are nice it has the right amount of base really amazing and relaxing when listening to my contemporary jazz then my other music sounds just as good	5	September 26, 2022	1
Echo 4th Gen	If you listen to music on your echo, do yourself a favor and get this model. The sound quality is great, huge difference between this model and the regular echo. Definitely recommend.	5	September 26, 2022	1
Echo 4th Gen	Por lejos es mejor elegir este modelo … tiene un sonido notablemente mejor que el más pequeño ( echo doy ) y la integración es excelente. Los sensores de respuesta son extraordinarios .	5	September 26, 2022	1
Echo 4th Gen	Ordered two NEW.One was brand new.The other was USED ... taped closed.	1	September 25, 2022	0
Echo 4th Gen	Could not get Alexa to connect to this Echo.	3	September 25, 2022	1
Echo 4th Gen	Wayyy better sound than the dot	5	September 25, 2022	1
Echo 4th Gen	Todo, absolutamente todo es impresionante. Sonido espectacular, alexa integrada, control de dispositivos, distancia para hablar con alexa sobresaliente, waoo me quito el sombrero, muy bien amazon.	5	September 25, 2022	1
Echo 4th Gen	For music and receiving and getting phone calls and much of daily life’s news inquiries	5	September 25, 2022	1
Echo 4th Gen	"want a slider adj adjustment on hearing ""wakeword""."	4	September 25, 2022	1
Echo 4th Gen	I had the first generation for years and I loved it. A few months ago it started to shut off for no reason and I knew it was time for and upgrade. As soon as I hooked it up and played the very first song I was blown away by the sound! I love that you can adjust the levels in the Alexa app and she speaks much faster than the 1st generation. This unit is awesome and the color is pretty too. Great job Amazon 👏	5	September 25, 2022	1
Echo 4th Gen	I have owned several Amazon echos but this is the best one yet. I gave the sound quality a 5 and it is good when compared to other Amazon devices and general listening. Doesn’t replace your high quality stereo but it is a great product and works easily. Also setup was a breeze!	5	September 25, 2022	1
Echo 4th Gen	We like playing music while we sleep and the stereo speakers were giving out - used an older Echo Dot and it worked, this one however has great sound with dual speakers built in - beautiful deep sound / very satisfying purchase	5	September 25, 2022	1
Echo 4th Gen	Alexa is the first & last person I speak to in the mornings & night. She sets my alarm, wakes me, plays sleep music & meditation music… I absolutely love her!	5	September 25, 2022	1
Echo 4th Gen	It works great. Love the sound of it compared to the Dot.	5	September 24, 2022	1
Echo 4th Gen	Nothing I really like and Connecting and voice recognition are horrible big mistake I should of kept the older model. A hassle to set up	1	September 24, 2022	0
Echo 4th Gen	The sound from the Dot to this is night and day.  I still like my Dot in the bathrooms and have one connected to my Sound System in my bar. But, this baby I take on the deck with me ! The bass is nice and warm. It’s not a blaster, but the sound quality is there. I don’t crank it all the way up out of respect to my neighbors.	5	September 24, 2022	1
Echo 4th Gen	Working on trying to sync in all rooms.  Fantastic sound and look.  Would be nice to have the time and day feature.	5	September 24, 2022	1
Echo 4th Gen	Works fine!	5	September 24, 2022	1
Echo 4th Gen	The voice recognition really isn't very good on this. Alexa uses terminology when she speaks but when you ask about the same terminology she doesn't understand. The sound is okay for one speaker. Our Echo started playing intermittent static really loud during music. Also we kept getting Amazon ads that could not be turned off. Even customers service could not figure it out.	1	September 24, 2022	0
Echo 4th Gen	Hi	4	September 24, 2022	1
Echo 4th Gen	Mostly just turning lights on and off now. Radio works well and sounds very nice. Still learning how else Alexa can help around the house. An issue to us is the placement of Alexa. It is now in our bedroom to allow voice control of our bedroom lights. It has to be in our bedroom to accomplish this, but we also like to use it in our Kitchen to control appliances and such there. Apparently, another Alexa device placed in the kitchen is needed and connected to the bedroom Alexa so normal level voice can control all from anywhere in the home. We are deciding how to do this inexpensively. Should have done this planning ahead of time.	5	September 23, 2022	1
Echo 4th Gen	It is remarkable how small and powerful this echo is. The sound is very good and fills the living space nicely. With a little tuning, it is possible to dial in the perfect settings for best audio performance. Further more, the device is well built and feels solid without being too obtrusive, I wish only the cable would come in black.	5	September 23, 2022	1
Echo 4th Gen	It's an Alexa, everything you expect but with good sound quality.  I fills two rooms with music without issue.	5	September 23, 2022	1
Echo 4th Gen	Sound is good. Have to spend additional $15 to get a black cord for my black echo. Thanks Amazon. A choice between cord color or simply defaulting to a matching color cord would be appreciated.	4	September 23, 2022	1
Echo 4th Gen	Love it!!! Works great	5	September 23, 2022	1
Echo 4th Gen	I should not have upgraded. The sound is wonderful, but the new Echo struggles with hearing. We now use it more as a blue tooth speaker.Updated: I was contacted by Amazon and shown how to reset the Echo. It is working much better now! Thanks Stephanie!	4	September 23, 2022	1
Echo 4th Gen	To start i'll say that the sound quality is better than the small dot but not great by any means. The voice recognition is absolutely horrible. I can stand right next to it and it is a 50/50 shot if it will react when i give a voice command. Now i use it to control an echo link and when you pause and tell it to resume then it isn't even smart enough to go back to the same source that it was playing from prior to pausing. Amazon products are starting to leave a bad taste in my mouth and this is no exception. Save your money.	1	September 23, 2022	0
Echo 4th Gen	Surprisingly robust sound quality.	5	September 23, 2022	1
Echo 4th Gen	Conflictos con echo plus. No reproduce mis me gusta de Spotify. No entiende bien muchas veces y hace otras cosas. A veces emite un ruido extraño	1	September 23, 2022	0
Echo 4th Gen	I did not but the woofer.	1	September 22, 2022	0
Echo 4th Gen	She has a fabulous speaker and is great to listen to music on this. I ask general questions right now and she is quick to come back with answers. Once I said thank you and she responded that she appreciates me being polite 😊	5	September 22, 2022	1
Echo 4th Gen	Love my Alexa. Easy to set up and controls all my smart devices	5	September 22, 2022	1
Echo 4th Gen	Great sound!!!	5	September 22, 2022	1
Echo 4th Gen	Alexa responds quickly and accurately to instructions.  The music selection and quality is great.	5	September 22, 2022	1
Echo 4th Gen	Very enjoyable	5	September 22, 2022	1
Echo 4th Gen	Works really well.	5	September 22, 2022	1
Echo 4th Gen	"I have had this Echo for over a year now. The sound quality is great and I think each generation gets better. However, the 4th generation microphones can't hear most of the time. I've tried multiple different locations to see if that would help and always get the same results. My 3rd generation Echo dots in other rooms respond before this one will. Once, the Echo finally responds after saying ""Alexa"" 2 or 3 times it then doesn't hear my request so then I have to start all over again. Alexa...silence.. Alexa again...still silent.. Alexa one more time...hey finally a response! Sound a bit to familiar? This must be the teenager version of the Echo...lol! All in all it's a great sounding speaker I just wished it could hear better."	3	September 22, 2022	1
Echo 4th Gen	Update: the Echo is making the hell demon noises almost every other day now. Reaching out to customer service.I love this Echo. But this echo sounded like hell demons were in my kitchen at 2am last night. Woke us up from a sound sleep. The loudest, creepiest, hell demon-esq almost static sound went off every 30 seconds bringing me to think we were finally under attack by another planet, Terrified of what this noise could be. After getting the courage to hunt down this god forsaken sound in my house in the middle of the night, we head into the kitchen where Alexa makes one last demon noise before detecting our movement, gives a little flash of light and stops.After researching this I guess is a known problem and rare. I still love her, but she’s unplugged at night now!	5	September 22, 2022	1
Echo 4th Gen	I have about 4 echo dots and I just really wanted to try the regular one. So for prime day i jumped on this and wow 🤩 the difference between the echo dot and this Echo is astronomical.The Echo Dot surprised me with how much bass it has for the size of the speaker. This echo blows me away The bass sounds clear and surprisingly strong for such a little speaker. Honestly, I feel like it would put some of my bookshelf speakers to shame that cost just as much or more and require a separate amplifier for power.I really feel like the biggest drawback is the microphone… No I’m not saying it is any worse than the echo dot but it certainly isn’t better. Sometimes I feel like you can’t hear me as I scream, Alexaaaaa! and other times it will randomly pop up as I’m whispering something similar.Overall, especially if you get it on a deal this is a fantastic Speaker. I would highly recommend it to anyone who is interested in having higher Fidelity audio, but doesn’t want to jump for an audio file system. Bang for buck I don’t think that you can do much better than the echo. I’m very much considering getting a second possibly third or fourth.	5	September 21, 2022	1
Echo 4th Gen	"Although it is much larger than my old Echo Dot,  the voice clarity is not nearly as good.  It sounds 'muffled"" Also, at times, it has difficulty in understanding me."	3	September 21, 2022	1
Echo 4th Gen	Not crazy about the sound.  Not as good as the older tower style. It also drops connect with web more often. I also noticed it doesn't hear as well and I have to repeat my alexa commands.	3	September 21, 2022	1
Echo 4th Gen	Sound quality is amazing. Using it for surround sound in the garage. Highly recommend!	5	September 21, 2022	1
Echo 4th Gen	I am OK with the appearance, though the round ball like profile is too overwhelming, I much prefer the Echo dot. My first complaint is that the newer ball shaped device take more space, LOTS more space. and my MAIN complaint is that Alexa 4gen keeps loosing wifi connections and I need to jump through hoops to get it to reconnect. Sounds like I am a winner, and I may be. Take into consideration that I have limited mobility and un plugging and re-plugging back in the modem, router and ECHO and then accessing the app in my phone to reconnect is just a pain in the ass. I would like to return the ball for a dot, but I doubt that is going to happen. thank you.	3	September 21, 2022	1
Echo 4th Gen	I use this product for my own personal use.	5	September 21, 2022	1
Echo 4th Gen	Works very well	5	September 21, 2022	1
Echo 4th Gen	I like that it's loud when I listen to my music. What I don't like is when the Alexa is not able to hear me or understand and it glyches out sometimes.	3	September 21, 2022	1
Echo 4th Gen	Sound quality is excellent. Really like the shape!	5	September 20, 2022	1
Echo 4th Gen	I really like my Alexa device, is so helpful, amazing voice recognition and sound!	5	September 20, 2022	1
Echo 4th Gen	Every request fulfilled by this horrible box comes with an added request from the box.What's the weather?It's 65 degress outside.  *Do you also want to know the humidity?*What time is it?It's 9 am.  *By the way, I can also set timers and alarms.  Would you like to try that now?*Every.  Single. Request. Comes with an additional comment, question or suggestion.  I can't get this thing to do what it used to do when I bought it... Answer simple questions without adding interruptions.  I now own an obnoxious paperweight.Do not buy any Amazon product.  There are always strings attached.	1	September 20, 2022	0
Echo 4th Gen	The sound quality is so much more then I expected.  It is rich and very powerful!!!!	4	September 20, 2022	1
Echo 4th Gen	Great addition to the kitchen, the wife loves listening to her spotify playlist!	4	September 20, 2022	1
Echo 4th Gen	Alexa works great but the sound honestly sounds like it is being played from a hollow drum. Not crisp and no bass. Mediocre at best.	3	September 20, 2022	1
Echo 4th Gen	I do not like the sound quality. I get richer, clear sound with a $15 Bluetooth speaker. As for Alexa integration: it’s a useful as the Dot but getting it to work with SmartLiving isn’t going at all. It’s not very inclusive. Sooo, out of step with society. C’mon, Bezos! Get a better design team	3	September 20, 2022	1
Echo 4th Gen	Great sound!	4	September 19, 2022	1
Echo 4th Gen	My wife to listen to music,  all day.	5	September 19, 2022	1
Echo 4th Gen	Alexa is very useful won't replace Jarvis ,yet but someday soon. That said if you are purchasing this to be part of a Home security (RING). See my review of Ring in google.com	5	September 19, 2022	1
Echo 4th Gen	"When you buy this product it's weight and circular design makes it not stable at all. It does have a screw in adapter on the bottom that some sort of stand can be inserted but associate did not mention nor was there anything written on the box it comes in to let you know and no ""stands"" near product to sell. Alexa at times does not get right response from your requests and has already fallen twice off a chair when using outside."	2	September 19, 2022	0
Echo 4th Gen	Quality product great look!!	5	September 19, 2022	1
Echo 4th Gen	Great product I love it!	5	September 19, 2022	1
Echo 4th Gen	Linked 2 of these in the back yard for the pool. Great sound and ease of use	5	September 19, 2022	1
Echo 4th Gen	I use it at work where I don't have time to mess with changing stations myself Echo does it for me .Sets timer for me. Reminds me if I have to do something special for the next day.	5	September 18, 2022	1
Echo 4th Gen	This thing bumps for such a little speaker. It's comparable to my JBL charge. I use it during home improvements, and I couldn't be happier.	5	September 18, 2022	1
Echo 4th Gen	Does not play spotify as stated.	3	September 18, 2022	1
Echo 4th Gen	Love my Alexa for kitchen timer, tv program reminder, turns off/on my lamp on demand. 👌	5	September 18, 2022	1
Echo 4th Gen	I have one, bought for a present,  they can't say enough good things. I have had Alexa/Echo for years. Just replaced my first a few months ago. I love it, makes my day, week, year!!!	5	September 18, 2022	1
Echo 4th Gen	Works well	5	September 18, 2022	1
Echo 4th Gen	"I got this to replace my 2rd Gen Echo tower IN THE EXACT SAME LOCATION.  This new device is much worse for listening comprehension, and I must repeat everything loudly and slowly several times before she gets it.  The 'deafness' is extremely frustrating.  I wish that I had kept the 2rd Gen Echo which has the ""far-field voice recognition"" with the ""array of seven microphones tucked under the light ring"".  The 4th gen cuts microphones down to only four and moved their location.  It seems Amazon sacrificed hearing comprehension to give better sound quality.  I say they sacrificed too much.  Premium sound isn't any good if the device can't understand you.  I really hate this device."	2	September 18, 2022	0
Echo 4th Gen	The new Alexa listens much better than the earlier generations.	4	September 18, 2022	1
Echo 4th Gen	Terrible terrible terrible. This Alexa has been banished to the pantry where we only use it as a kitchen timer or just to get a laugh 😹	1	September 18, 2022	0
Echo 4th Gen	amazing sound; I was pleasantly surprised!!	5	September 18, 2022	1
Echo 4th Gen	An amazing device.  Turned her on about a year and a half ago….. and it’s never been off since.  BUT!!!!  All of a sudden the base speakers are rattling.  Very distorted sound (Sounds like a blown speaker does).  HELP!?!?  I love my echo	5	September 18, 2022	1
Echo 4th Gen	I bought this as a gift for my mom.  She keeps having to unplug it because it just randomly starts making a loud static noise.  Has anyone else had this issue??	2	September 18, 2022	0
Echo 4th Gen	I had did some research and had read where others were having problems with sound lvls and recommended others to get the white version, but I really wanted the black because it matches my living room. So I went with this one  . It was a little more expensive but the audio is very good for such a small device. Was very impressed and very pleased.	5	September 17, 2022	1
Echo 4th Gen	Works just fine. No whew screen, but did not need or want one.	4	September 17, 2022	1
Echo 4th Gen	"This is not a premium speaker by any stretch of the imagination. The microphone is not good at all. It takes a few shouts to get it to know I'm speaking to it, and then it doesn't hear any of us clearly (our shopping list os now a guessing game) **And the fact that Amazon CALLED MY HOUSE ON A SATURDAY NIGHT without warning and sent me an email to ""talk about my review"" was very off-putting to say the least."	2	September 17, 2022	0
Echo 4th Gen	Facilidad de uso, sonido claro y nitido, conexión fácil, su manejo es muy intuitivo.	5	September 17, 2022	1
Echo 4th Gen	nice unit, no complaints.	4	September 17, 2022	1
Echo 4th Gen	I traded in a 1st generation Echo.  Setting up this new Echo was simple and trouble free.  It was a trivial matter to reset existing routines to this new Echo using the Alexa app.  The sound of the 1st generation Echo was great, but music is even better on this Echo.	5	September 17, 2022	1
Echo 4th Gen	Great sound quality but this echo is worse at waking up on the command word than previous generations.The new inside temperature feature is cool but is often wrong (by 10+ degrees) so is somewhat unreliable.	3	September 17, 2022	1
Echo 4th Gen	Better base response than the previous generation. Voice recognition is equal in my opinion but overall better device.	4	September 17, 2022	1
Echo 4th Gen	We purchased this as a replacement to an echo dot. Huge difference on the sound quality. The music & voice recognition is superior.	5	September 17, 2022	1
Echo 4th Gen	Mi amiga alexa	5	September 17, 2022	1
Echo 4th Gen	Great integration into the Alexa ecosystem. Voice recognition is also great.	5	September 16, 2022	1
Echo 4th Gen	So conversational and easy to use.	5	September 16, 2022	1
Echo 4th Gen	The sound	5	September 16, 2022	1
Echo 4th Gen	I was at a friends house and he had one. I was impressed with the sound. So, I bought one and I just loved it.  In addition to the music, it will create a to do list for you. All you have to do is: Hey Alexa, add  [insert whatever you need a reminder of].	5	September 16, 2022	1
Echo 4th Gen	The media could not be loaded.	5	September 16, 2022	1
Echo 4th Gen	El sonido es excelente	5	September 16, 2022	1
Echo 4th Gen	Si vas a usar Spotify ni lo compres, siempre tiene problemas como por ejemplo: no reconoce los comandos que le das, pone cualquier grupo menos el que pediste, y siempre te manda a radio, no a lista de reproducción del grupo que pediste. Mi echo dot funciona mil veces mejor.	1	September 16, 2022	0
Echo 4th Gen	Perfecta para lo que se compro	5	September 16, 2022	1
Echo 4th Gen	Static Noises middle of the night	1	September 15, 2022	0
Echo 4th Gen	Sound quality appears to be better still getting use to the shape	5	September 15, 2022	1
Echo 4th Gen	It’s really helpful and nice.	5	September 15, 2022	1
Echo 4th Gen	I love my Alexa. Would buy again.	5	September 15, 2022	1
Echo 4th Gen	I love it it's so nice to have this new product!	5	September 15, 2022	1
Echo 4th Gen	I was pleasantly surprised by the sound and all the music available.	5	September 15, 2022	1
Echo 4th Gen	The sound and motion recognition are two nice upgrades.	5	September 15, 2022	1
Echo 4th Gen	Our Echo has been great! My only complaint is that when we ask it to play a song, it will sometimes talk over the song to tell us something else that we can ask it to do. Other than this, it has been very helpful.	4	September 15, 2022	1
Echo 4th Gen	A lot of sound for a small speaker. Absolutely love it. Must buy!	5	September 15, 2022	1
Echo 4th Gen	So I ask Alexa to play lullabies to go to sleep with my baby. Why does Alexa play one song, then turn up the volume to 200% and blast some obnoxious ad and wake both of us up? Now baby won't go to sleep.I used to love Alexa and use it throughout the day every day. The changes to the user experience over the last year to prioritize ads and increase frustration have made it unbearable and it will be going in the trash.	1	September 15, 2022	0
Echo 4th Gen	This is a superior product.  We have one in ever room of the house.	5	September 15, 2022	1
Echo 4th Gen	So far I like it and it works as it should and sounds good too.	5	September 14, 2022	1
Echo 4th Gen	This Alexa worked ok for about 10 months, now a year later it’s either dead some days or dying, it will not pair with our echo dot that is literally 11 ft away and as of a few months ago (a week after the return date expires) we get the response to a request “I’m sorry I didn’t get that” every other day.  It has started making a very loud static noise which interrupts whatever it is the thing is trying to rate.  I have rebooted our internet and the device multiple times to no avail.  Very disappointing Amazon.	3	September 14, 2022	1
Echo 4th Gen	It is everything I thought it would be and more.  Love the sound.	5	September 14, 2022	1
Echo 4th Gen	Its great, even my grand kids(4year olds) can operate it and they make me laugh so much	5	September 14, 2022	1
Echo 4th Gen	Love everything about this equipment	5	September 14, 2022	1
Echo 4th Gen	Fantastic sound and very easy to setup and operate!	5	September 14, 2022	1
Echo 4th Gen	Porque mi esposa no ve y pasa mucho tiempo sola ahora co alexa platica oye musica y se entretiene durante el dia mientras regreso de trabajar	5	September 14, 2022	1
Echo 4th Gen	The sound quality is great but then you have to deal with the constant pestering for you to upgrade to the premium package to enjoy more music. It seems every time I start to enjoy the sound quality of the device I'll ask it to play something else and it'll either tell me that song is only on the premium package and would I like to upgrade now to hear that song or I can hear the song but before I do I get asked again if I would like to get the premium package blah blah blah blah. Anyways good sound until you have to hear what alexa or what ever name you choose for your device has to say about blah blah blah.	2	September 14, 2022	0
Echo 4th Gen	I used to scoff at my brother, who allowed a thing to listen in on him.Now, I have stereo echos on all the time. I forgot how important music is to ones life. These were a thing of the future, in most of my life.	5	September 14, 2022	1
Echo 4th Gen	I want to use the guard plus  a d appreciate the newer security privacy features	5	September 13, 2022	1
Echo 4th Gen	So easy to add on my system.. now I have music inside and outside and changing color lights for the ultimate atmosphere… and if I forget to turn off a light I do it thru the app.. and turn them on when I’m not home.. never have to go into a dark house again!	5	September 13, 2022	1
Echo 4th Gen	Much better sound and voice recognition even though it's smaller.	5	September 13, 2022	1
Echo 4th Gen	So great- we bought another one!!	5	September 13, 2022	1
